SEXO,IDADE,RACA,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,RENDA_FAMILIAR,BOLSA_ESTUDANTIL,INTERCAMBIO,TRABALHO_DURANTE_GRAD,COTAS,PERMANENCIA_PROLONGADA
M,18.0,F,E,E,F,A,A,C,A,0
M,19.0,A,F,E,F,A,B,A,A,0
M,31.0,A,C,D,D,A,A,A,D,0
M,19.0,A,E,E,F,A,A,A,A,0
M,18.0,A,F,F,F,A,E,A,A,1
M,17.0,A,F,D,C,A,B,A,A,0
M,21.0,A,C,D,E,A,A,A,A,0
M,18.0,A,F,F,E,A,A,A,D,0
M,17.0,A,D,E,B,A,C,A,A,1
M,19.0,A,F,D,F,A,A,A,A,0
M,19.0,A,F,D,F,A,B,A,A,0
M,20.0,A,D,E,D,A,A,A,A,0
M,18.0,A,E,E,E,A,E,A,A,0
M,18.0,A,F,F,F,A,B,A,A,0
M,20.0,A,E,E,D,A,A,D,A,0
M,22.0,D,D,E,E,A,B,A,A,0
M,19.0,A,D,D,E,A,A,A,A,0
M,20.0,A,E,E,D,A,C,A,A,0
M,18.0,D,D,E,A,D,A,A,E,0
M,19.0,A,E,D,C,A,A,E,A,1
F,23.0,D,B,B,B,B,A,E,C,1
M,18.0,A,E,E,F,A,B,D,A,1
M,18.0,D,B,D,D,A,A,C,C,1
M,18.0,A,F,E,C,A,A,B,E,1
M,18.0,D,D,D,B,E,A,A,C,1
M,18.0,A,C,E,C,A,A,A,D,1
M,20.0,A,D,E,B,A,C,A,A,1
M,19.0,D,D,D,B,C,A,A,D,1
M,19.0,A,E,E,F,A,A,A,A,1
M,18.0,B,F,F,F,A,B,A,A,1
M,17.0,D,E,E,F,A,A,A,A,1
M,18.0,A,E,F,E,A,A,C,A,1
M,20.0,D,E,E,E,F,A,E,C,1
M,18.0,A,D,E,E,A,A,A,A,1
F,19.0,D,D,D,C,A,A,C,A,1
M,24.0,D,D,E,A,D,A,C,A,0
M,18.0,A,E,E,E,A,A,A,A,1
M,21.0,A,F,D,C,A,A,A,A,0
M,19.0,A,E,D,A,C,A,B,A,1
M,20.0,A,D,D,C,E,A,A,A,0
M,20.0,D,D,F,E,D,B,E,A,1
M,19.0,A,E,E,E,A,A,E,A,1
M,20.0,A,E,E,D,A,A,E,A,1
M,17.0,C,E,D,D,A,A,B,A,0
M,25.0,A,D,D,D,A,A,E,A,1
M,19.0,A,D,F,C,B,A,A,A,0
M,19.0,A,B,C,B,A,A,A,A,0
M,19.0,A,E,D,C,A,B,D,A,1
M,19.0,A,D,D,F,A,B,A,A,0
M,19.0,A,E,D,F,A,B,D,A,0
M,19.0,A,D,E,C,A,B,A,A,0
M,17.0,A,D,C,E,D,A,E,A,0
M,18.0,A,F,F,F,A,B,A,A,0
M,24.0,A,E,F,E,A,A,A,A,0
M,19.0,A,D,E,F,A,A,E,A,0
M,18.0,D,D,C,C,A,B,D,A,1
M,19.0,A,E,E,B,A,B,D,A,0
M,21.0,A,E,C,F,A,B,A,A,0
M,18.0,A,D,C,C,A,A,A,A,0
M,19.0,A,E,D,D,A,A,A,A,1
M,18.0,A,C,D,D,A,A,A,A,0
M,20.0,A,D,E,C,A,A,B,A,1
M,18.0,A,E,E,D,A,A,A,A,0
M,19.0,A,E,D,E,A,A,B,D,1
M,20.0,A,E,E,D,A,A,A,A,0
M,18.0,F,C,E,A,C,B,A,A,1
M,22.0,C,E,D,C,A,A,A,A,0
M,19.0,A,E,D,C,A,A,A,A,0
M,21.0,A,D,F,D,A,A,A,A,1
M,19.0,A,E,E,C,A,A,A,A,0
M,18.0,A,F,E,E,A,A,A,A,0
M,20.0,A,C,D,E,A,A,D,A,0
M,20.0,A,D,E,D,A,A,E,A,1
M,27.0,A,D,D,A,D,A,B,A,0
M,20.0,A,E,F,E,A,B,A,A,1
M,19.0,A,D,E,D,A,A,A,A,0
M,19.0,D,D,D,B,A,B,C,A,0
M,21.0,C,E,E,E,A,A,A,A,1
F,20.0,A,B,E,B,A,A,A,A,0
F,19.0,A,E,F,D,A,B,A,A,0
M,18.0,A,F,F,F,A,B,C,A,0
M,19.0,C,E,F,B,A,A,A,A,0
M,18.0,A,E,D,F,A,B,D,A,0
M,18.0,A,C,D,D,A,A,D,A,0
M,21.0,A,C,C,B,D,A,A,A,0
M,18.0,A,E,E,F,A,B,A,A,0
M,21.0,A,F,D,D,A,B,A,A,0
M,18.0,A,D,C,E,A,A,A,A,0
M,20.0,A,F,E,C,B,B,A,A,0
M,19.0,A,F,F,A,A,A,B,A,1
M,22.0,A,E,E,C,A,A,A,A,0
M,18.0,A,D,C,C,D,B,D,A,0
M,20.0,F,F,F,F,A,B,E,A,1
M,18.0,D,D,F,D,A,A,A,A,0
M,18.0,B,B,B,A,A,B,A,B,0
M,19.0,A,D,E,A,D,A,D,A,0
M,19.0,A,D,D,D,B,A,D,A,0
M,17.0,A,B,D,A,E,A,B,D,0
M,23.0,D,C,E,B,D,A,A,D,0
M,20.0,A,B,C,B,A,A,A,A,0
M,22.0,A,D,D,C,A,A,D,A,0
M,22.0,D,D,C,A,D,A,A,A,0
M,22.0,A,D,E,E,A,A,E,A,0
M,21.0,A,E,F,C,A,A,A,A,0
F,21.0,A,C,D,C,C,B,A,D,0
M,21.0,A,B,B,A,D,A,A,D,0
F,21.0,A,E,E,D,A,A,A,A,0
M,18.0,F,D,E,C,A,A,A,A,1
F,25.0,D,D,E,F,A,A,A,A,0
M,21.0,A,F,F,F,A,A,A,A,0
F,22.0,A,C,C,D,D,A,D,C,0
F,17.0,D,C,D,B,D,B,A,E,1
M,24.0,D,D,D,A,A,A,E,A,0
M,27.0,D,D,D,E,A,B,A,A,0
M,23.0,A,E,E,A,A,A,A,A,0
M,20.0,A,E,F,E,A,A,A,A,0
M,20.0,D,F,F,D,A,A,A,A,0
M,20.0,D,C,D,B,C,A,A,A,0
M,21.0,A,D,F,F,A,A,A,A,0
M,29.0,D,D,B,B,A,A,A,A,0
M,21.0,D,E,F,C,A,A,A,A,0
M,26.0,D,E,D,B,A,A,A,A,0
M,23.0,A,E,F,E,A,A,A,A,0
M,21.0,D,D,D,A,B,A,C,A,0
M,21.0,C,E,D,D,B,B,D,A,0
M,22.0,A,E,D,F,A,A,A,A,0
M,25.0,D,D,D,B,A,A,D,A,0
M,21.0,D,C,B,A,D,A,C,C,0
M,21.0,A,F,D,E,A,A,D,A,0
M,22.0,D,D,D,B,C,A,A,A,0
M,23.0,A,A,B,C,A,A,A,A,0
M,26.0,A,D,E,D,A,B,C,A,0
F,19.0,B,D,C,G,A,A,B,F,1
M,23.0,A,D,D,A,B,A,A,D,0
M,26.0,F,D,F,B,A,A,B,A,0
M,24.0,A,D,E,D,A,A,A,A,0
M,22.0,A,D,D,E,A,A,A,A,0
M,22.0,D,D,D,B,A,A,A,A,0
M,21.0,D,C,C,A,D,A,A,D,0
M,23.0,B,B,D,A,D,A,A,E,0
M,21.0,D,C,D,B,A,A,A,A,0
M,23.0,D,A,D,B,C,B,A,A,0
F,23.0,D,D,F,F,A,A,D,A,0
M,22.0,A,E,E,F,A,A,A,A,0
M,23.0,D,D,C,B,C,A,E,D,0
M,22.0,A,D,D,E,A,A,E,A,0
F,22.0,D,D,F,D,A,B,A,A,0
M,21.0,A,D,D,C,C,A,A,A,0
M,22.0,A,F,F,E,A,B,A,A,0
M,24.0,D,A,B,D,A,A,D,D,0
F,22.0,A,D,E,A,C,A,A,A,0
M,23.0,A,E,F,E,A,B,A,D,0
F,21.0,B,E,D,B,A,A,C,A,0
M,21.0,A,E,D,D,C,B,E,A,0
M,23.0,A,D,E,B,A,A,A,A,0
M,22.0,A,E,F,F,A,B,A,A,0
M,21.0,A,E,E,E,A,A,A,A,0
M,23.0,C,F,F,F,A,F,A,A,0
M,23.0,B,C,C,D,C,A,C,A,0
F,22.0,D,D,D,B,A,A,E,A,0
M,22.0,A,F,F,F,A,A,A,A,0
M,23.0,A,D,D,B,C,A,A,A,0
M,21.0,A,E,E,D,A,A,A,A,0
M,22.0,A,D,D,C,A,A,A,A,0
M,20.0,A,E,D,D,A,A,E,A,0
M,22.0,F,D,B,E,A,A,E,A,0
M,23.0,D,E,E,E,A,B,A,A,0
M,26.0,D,B,F,E,A,B,E,A,0
M,24.0,D,D,C,C,A,A,E,D,0
M,23.0,A,C,D,A,D,A,A,D,0
M,22.0,D,E,D,B,A,A,E,A,0
F,22.0,C,E,D,B,C,A,C,A,0
M,23.0,F,E,E,B,A,B,A,A,0
M,24.0,A,D,E,B,A,A,A,A,0
M,22.0,A,E,F,E,A,A,A,A,0
M,25.0,A,E,E,F,A,B,A,A,0
M,23.0,A,D,E,E,A,B,C,A,0
M,21.0,A,E,E,F,A,A,A,A,0
M,20.0,C,E,E,C,C,A,A,A,0
M,21.0,D,D,E,E,A,A,A,A,0
M,25.0,A,C,D,B,A,A,A,A,0
F,21.0,A,F,E,E,A,A,A,A,0
M,21.0,F,D,E,D,A,A,A,A,0
M,20.0,D,F,F,F,A,A,A,A,0
M,24.0,D,C,B,C,C,A,E,D,0
M,21.0,A,E,F,F,A,B,A,A,0
M,22.0,D,E,C,B,A,A,A,A,0
M,25.0,A,D,D,F,A,A,E,A,0
M,23.0,D,D,D,C,A,A,A,A,0
M,22.0,D,B,B,B,D,A,C,D,0
M,22.0,D,D,B,B,C,A,A,E,0
M,22.0,D,F,F,B,A,A,A,A,0
M,23.0,D,D,D,B,C,A,A,A,0
F,24.0,A,E,D,E,A,A,A,A,0
M,21.0,D,D,D,C,A,A,C,A,0
M,20.0,D,D,D,E,A,A,A,A,0
M,21.0,A,D,D,C,A,A,C,A,0
M,23.0,A,D,E,F,A,A,A,A,0
M,23.0,D,B,F,A,B,A,C,A,0
M,23.0,A,E,E,F,A,B,B,A,0
M,23.0,D,D,C,B,E,A,C,B,0
M,25.0,B,E,F,E,A,B,E,A,0
M,25.0,A,E,D,B,A,A,A,A,0
M,22.0,D,D,E,B,A,A,D,A,0
F,21.0,A,D,C,B,D,A,A,A,0
M,17.0,A,E,E,C,A,A,A,A,0
M,19.0,A,E,D,C,A,A,E,D,1
M,17.0,B,F,E,A,A,A,C,A,0
M,18.0,D,C,F,A,A,B,C,A,1
M,24.0,D,E,F,F,A,A,E,A,1
M,18.0,B,D,F,F,A,A,A,A,0
M,18.0,A,D,D,D,A,A,D,A,1
M,18.0,A,D,C,B,A,A,D,A,1
M,18.0,A,C,C,D,A,A,E,A,1
M,23.0,A,D,D,C,A,A,A,A,0
M,23.0,A,E,E,E,A,B,D,A,0
M,17.0,A,D,F,E,A,A,D,A,0
F,21.0,A,F,D,C,C,A,A,D,0
M,19.0,D,E,E,E,A,B,A,A,1
M,25.0,A,E,D,F,A,A,E,A,1
M,18.0,A,D,D,E,F,C,A,A,0
M,22.0,A,C,B,F,A,A,B,A,0
M,25.0,B,D,C,A,E,A,B,B,1
M,17.0,A,E,E,D,A,A,E,A,1
M,18.0,D,E,E,E,A,A,A,A,1
M,19.0,D,E,E,E,A,B,E,A,0
M,18.0,A,F,E,F,A,B,C,A,0
M,16.0,A,D,D,E,A,A,D,A,0
M,19.0,A,C,D,C,A,A,A,D,0
M,24.0,B,A,B,C,D,A,A,E,1
M,19.0,D,D,D,C,A,A,A,A,0
M,18.0,A,C,D,A,C,A,A,A,1
M,31.0,A,E,E,C,A,A,E,A,1
M,20.0,A,E,E,E,A,A,A,A,0
M,19.0,D,D,E,D,A,A,E,B,1
M,18.0,A,D,D,D,A,A,E,A,1
F,18.0,A,E,F,F,A,B,A,A,0
M,19.0,B,C,E,C,C,A,A,A,0
M,19.0,D,D,D,F,A,A,D,D,1
M,20.0,A,D,D,A,A,A,B,A,1
M,18.0,A,D,D,E,A,A,E,A,1
M,23.0,F,F,D,D,F,A,B,A,0
M,17.0,A,D,E,E,A,A,A,A,0
F,19.0,A,D,F,D,A,B,A,A,1
M,18.0,A,A,D,B,A,A,A,A,1
M,26.0,A,E,E,D,A,A,D,A,1
M,17.0,A,B,E,B,A,A,E,A,0
M,19.0,A,D,E,C,A,A,A,A,0
M,18.0,D,D,D,A,A,A,E,A,0
M,18.0,A,E,D,C,A,A,C,A,0
M,20.0,A,C,C,A,A,A,D,A,0
M,18.0,A,D,C,B,A,A,A,A,1
M,20.0,A,F,E,D,A,A,E,A,1
M,21.0,A,B,C,E,A,A,E,A,1
M,17.0,A,D,D,B,A,A,A,D,1
M,20.0,B,F,F,G,A,A,D,A,1
M,19.0,B,D,D,E,A,A,E,A,1
F,18.0,D,E,E,F,A,B,D,A,1
M,21.0,A,E,D,E,A,A,E,A,1
M,35.0,A,B,F,C,A,A,A,A,1
M,21.0,D,B,D,C,A,A,A,D,1
M,18.0,D,D,E,C,A,A,D,A,1
M,18.0,D,F,E,E,A,A,D,A,1
M,17.0,D,B,B,B,A,A,E,A,1
M,18.0,A,F,D,D,A,A,E,A,1
M,19.0,C,F,E,E,A,A,D,A,1
M,21.0,D,E,F,E,A,A,E,A,1
M,20.0,A,F,D,F,A,A,C,A,1
M,19.0,A,D,D,F,A,A,E,D,1
F,18.0,A,E,F,E,A,B,D,A,0
M,18.0,A,E,E,D,A,A,A,A,1
M,18.0,D,E,E,B,A,A,D,A,0
M,17.0,D,D,D,B,A,A,A,D,0
M,23.0,D,F,F,F,A,A,E,A,1
M,20.0,D,B,D,A,A,A,C,D,0
M,18.0,A,C,E,D,A,A,E,A,0
M,19.0,B,B,B,C,A,A,E,A,0
M,18.0,D,C,F,D,A,A,A,A,0
M,21.0,A,D,D,D,A,A,D,A,1
M,21.0,A,D,D,B,A,A,D,D,0
M,18.0,C,E,D,C,A,A,E,A,0
M,19.0,A,E,E,D,A,A,E,A,0
M,20.0,D,E,D,F,A,A,E,A,1
M,18.0,A,D,F,C,A,A,E,A,1
M,20.0,B,C,C,C,A,A,D,A,0
M,24.0,A,F,C,B,A,A,D,A,1
F,18.0,A,F,F,F,A,A,E,A,0
M,18.0,F,D,F,D,A,A,A,A,1
M,18.0,A,C,D,C,A,B,D,A,0
M,18.0,A,D,E,D,A,A,D,A,1
M,19.0,C,D,D,F,A,A,A,A,0
M,19.0,D,D,D,F,A,A,E,A,1
M,18.0,D,C,C,C,E,A,A,B,1
F,18.0,D,D,D,B,A,A,A,A,0
M,18.0,B,F,E,D,A,A,A,A,0
M,19.0,A,E,F,G,A,B,D,A,1
M,19.0,A,F,E,F,A,A,E,A,1
F,20.0,D,E,F,E,A,A,E,A,0
M,17.0,A,F,E,F,A,B,A,A,0
M,19.0,A,D,E,C,A,A,A,A,0
M,18.0,D,C,F,C,F,A,D,D,0
F,18.0,A,D,D,C,A,A,A,A,0
F,18.0,A,F,F,E,A,A,A,A,0
M,18.0,D,B,D,C,A,A,A,A,0
M,18.0,A,C,D,D,A,A,A,A,0
M,18.0,A,D,C,D,A,A,A,A,0
M,19.0,A,F,F,E,A,A,A,D,0
M,17.0,A,C,C,C,A,A,A,A,0
M,22.0,A,D,A,A,A,A,D,A,1
M,18.0,A,D,D,A,A,A,D,D,0
M,18.0,A,D,D,B,A,A,A,A,0
M,18.0,A,D,D,C,A,A,A,A,0
M,20.0,A,C,E,B,A,B,C,A,0
M,18.0,C,D,E,D,A,A,A,A,0
M,20.0,A,C,E,E,A,B,C,D,0
M,18.0,A,E,F,F,A,B,A,A,0
F,18.0,A,E,F,E,A,A,C,A,0
M,18.0,A,D,D,C,A,A,D,D,0
M,23.0,A,B,E,C,A,A,A,A,1
M,19.0,A,E,F,C,A,A,D,D,0
M,18.0,A,B,B,F,A,A,D,A,0
M,18.0,A,D,E,A,A,A,A,A,0
F,18.0,A,F,D,F,A,B,A,A,0
M,18.0,A,D,F,F,A,B,D,A,0
M,19.0,A,D,E,B,A,A,A,A,0
M,19.0,A,E,E,D,A,A,E,D,0
M,20.0,A,D,D,C,A,A,A,A,0
M,20.0,A,D,D,D,A,A,D,D,0
M,22.0,A,D,E,C,A,A,E,A,0
M,19.0,B,B,D,C,A,A,A,B,0
M,19.0,A,E,B,B,A,A,C,D,0
M,18.0,A,D,E,F,A,A,A,A,1
M,19.0,D,F,F,E,A,A,A,A,1
M,18.0,A,F,E,E,A,A,A,A,0
M,17.0,A,E,E,D,A,A,E,A,0
M,22.0,D,E,F,E,A,B,A,A,1
M,18.0,A,D,B,E,A,A,A,A,0
M,19.0,A,D,E,C,A,A,D,A,0
M,18.0,A,F,F,E,A,A,D,A,0
M,18.0,A,E,D,D,A,A,B,A,0
F,17.0,A,E,F,F,A,A,A,A,0
M,19.0,A,D,F,E,A,A,A,A,0
M,19.0,A,D,D,C,A,A,A,A,0
F,18.0,F,D,E,D,A,A,A,A,0
F,18.0,A,F,E,D,A,B,C,A,1
M,19.0,D,E,F,C,A,C,A,A,0
F,18.0,A,F,F,F,A,A,D,A,0
F,19.0,D,E,E,C,A,B,C,A,0
M,19.0,C,F,E,F,A,A,D,A,0
F,20.0,F,D,D,B,C,A,A,A,1
M,21.0,A,E,E,F,A,A,E,A,1
M,20.0,A,E,E,D,A,B,C,A,1
M,18.0,D,E,E,A,A,A,A,A,0
M,25.0,D,E,F,B,A,B,D,A,0
F,19.0,D,F,F,E,A,A,A,A,0
F,18.0,A,E,E,C,A,B,A,A,0
M,17.0,A,E,E,E,A,B,D,A,1
M,19.0,A,D,E,E,A,A,A,A,0
M,18.0,F,E,E,F,A,A,E,A,1
M,19.0,D,D,D,C,C,B,A,A,0
M,21.0,A,C,B,B,E,A,D,C,1
M,17.0,A,C,F,D,A,B,D,A,0
M,19.0,A,F,E,C,A,A,A,A,0
M,19.0,A,E,E,E,A,A,B,A,1
M,19.0,A,D,F,D,C,A,E,A,1
M,18.0,A,F,E,E,A,B,D,A,0
M,19.0,A,D,D,C,A,A,E,D,1
M,18.0,D,F,F,F,A,A,A,A,1
F,19.0,A,E,F,E,A,F,A,A,0
M,22.0,D,F,F,F,A,A,A,A,0
M,19.0,A,D,D,E,A,A,A,A,0
M,18.0,A,D,E,B,A,A,B,A,0
M,17.0,A,D,E,B,A,A,A,A,0
M,18.0,F,E,F,E,A,B,C,A,1
M,18.0,D,D,E,B,A,B,A,A,1
F,18.0,D,D,B,E,A,C,E,A,1
M,21.0,D,E,E,F,A,B,E,A,1
M,18.0,A,F,E,F,A,A,C,A,0
M,18.0,D,E,E,B,A,A,A,A,0
M,18.0,D,C,B,A,A,A,A,A,1
F,21.0,D,C,E,E,A,A,A,A,1
M,20.0,D,D,D,C,C,A,E,D,1
F,18.0,A,E,E,E,A,B,E,A,1
M,18.0,A,F,F,C,A,B,A,A,1
M,18.0,A,D,E,G,A,A,A,A,0
M,20.0,A,E,E,D,A,A,A,A,1
M,19.0,F,D,E,B,A,A,A,A,1
M,18.0,A,F,E,F,A,B,A,A,0
F,18.0,F,E,E,F,A,A,C,A,0
M,18.0,A,E,D,C,A,A,A,A,0
F,18.0,B,F,F,E,A,A,A,A,0
M,20.0,B,C,D,B,A,A,A,A,1
M,18.0,A,D,C,B,A,A,A,A,0
M,27.0,B,D,E,B,A,A,A,A,1
M,23.0,D,D,C,E,A,A,A,A,1
M,21.0,B,D,D,C,A,A,A,B,1
M,18.0,D,F,E,E,A,A,E,A,0
M,19.0,A,E,E,G,A,A,E,A,1
M,18.0,A,D,F,D,A,A,A,A,1
M,17.0,D,E,D,D,A,B,D,A,0
M,18.0,A,D,D,B,E,A,A,D,1
M,17.0,A,F,E,F,A,A,A,A,0
M,19.0,A,D,E,D,A,B,A,A,0
M,20.0,D,D,F,E,A,A,E,D,0
M,20.0,A,D,E,B,F,A,A,A,0
M,19.0,D,D,E,E,A,B,A,A,0
M,18.0,A,E,E,F,A,B,D,A,0
M,18.0,C,D,E,F,A,A,A,A,0
M,25.0,A,F,E,G,A,A,E,A,1
M,21.0,D,E,C,E,A,A,D,A,1
M,20.0,D,C,D,C,A,A,E,A,1
M,17.0,A,D,F,A,C,B,A,A,1
F,21.0,A,C,F,E,A,F,D,A,0
F,18.0,A,D,F,F,A,A,A,A,0
M,19.0,F,D,E,E,A,A,A,A,0
M,17.0,F,D,F,B,A,A,A,A,0
M,19.0,D,D,F,B,D,A,A,A,1
M,21.0,A,E,E,F,A,A,D,A,0
M,19.0,C,D,E,E,A,A,E,A,0
M,18.0,A,D,E,D,D,A,E,D,1
M,17.0,D,F,F,E,A,A,A,D,0
M,18.0,A,E,E,G,A,B,A,A,1
M,17.0,C,D,E,D,A,A,A,A,0
M,19.0,C,E,E,B,A,A,A,A,0
M,20.0,A,D,E,C,A,B,D,A,1
M,19.0,B,C,D,C,C,B,A,E,1
M,19.0,A,B,E,E,A,A,A,A,0
F,18.0,B,E,F,C,A,A,D,A,0
M,17.0,B,B,D,B,A,A,E,B,1
M,20.0,D,B,D,D,A,A,D,A,1
M,18.0,D,F,F,C,A,A,B,A,0
M,18.0,D,B,B,C,A,A,E,D,0
M,18.0,D,D,D,F,A,B,C,A,1
M,18.0,A,E,E,D,A,B,D,A,0
M,18.0,D,D,E,D,A,B,A,D,1
M,18.0,B,D,D,D,A,A,C,A,0
F,21.0,D,E,F,B,A,A,A,A,0
M,19.0,D,C,D,D,A,A,E,B,1
M,18.0,D,D,D,B,A,E,A,E,0
F,18.0,A,D,E,B,A,A,B,A,1
M,19.0,F,B,D,A,A,A,A,A,1
F,19.0,A,B,D,E,A,A,E,A,1
F,19.0,A,E,F,D,A,E,E,A,1
M,18.0,D,C,C,B,A,A,E,D,1
M,18.0,D,B,E,B,A,B,C,D,1
M,19.0,A,C,E,C,A,B,A,A,1
M,22.0,D,E,D,F,A,B,D,A,1
M,23.0,B,D,D,C,A,A,D,B,1
M,20.0,D,E,E,F,A,E,A,A,0
M,19.0,D,E,F,E,A,A,E,A,1
M,18.0,F,D,D,E,A,A,D,A,1
M,19.0,D,D,D,D,A,A,E,A,1
M,18.0,B,D,D,A,A,A,B,A,0
M,18.0,B,E,F,B,A,A,A,A,1
M,19.0,D,F,E,E,A,B,A,A,1
M,22.0,A,B,B,A,A,A,A,D,1
M,18.0,B,B,C,A,A,A,A,A,1
M,20.0,D,D,E,B,A,B,D,A,1
M,18.0,A,D,D,D,A,A,E,A,1
M,26.0,A,E,E,A,A,A,B,A,1
M,25.0,D,E,E,D,A,A,A,C,1
F,37.0,D,F,D,C,A,A,E,A,0
M,20.0,A,B,C,B,A,A,A,A,1
M,18.0,B,E,F,D,A,A,A,A,1
M,18.0,D,D,C,C,A,A,E,A,1
M,18.0,A,B,E,F,A,A,E,A,1
M,17.0,F,D,D,C,E,B,A,A,0
M,21.0,A,D,D,C,A,A,C,A,1
M,19.0,A,E,D,C,A,A,E,A,1
M,18.0,A,F,C,E,A,A,A,A,0
M,18.0,A,E,E,F,A,A,A,A,0
M,18.0,A,D,E,D,A,A,D,A,0
M,19.0,A,D,F,F,A,B,A,A,0
F,18.0,A,D,D,C,A,A,A,D,1
M,19.0,A,D,E,F,A,A,A,A,1
M,22.0,A,D,D,D,A,A,D,A,0
M,18.0,A,F,F,F,A,A,E,A,1
M,18.0,A,E,E,F,A,B,C,A,1
M,19.0,F,E,E,C,A,B,A,A,1
M,18.0,D,F,D,F,A,A,E,A,1
M,18.0,D,B,D,B,E,A,A,B,0
M,19.0,A,E,E,D,A,A,E,A,1
M,18.0,A,D,E,C,A,A,E,A,1
M,21.0,F,E,C,F,A,C,B,A,1
M,19.0,A,F,E,E,A,A,D,A,0
M,22.0,A,E,E,F,A,A,C,A,0
F,20.0,A,C,D,A,E,A,A,E,0
M,18.0,A,F,E,F,A,A,A,D,1
M,19.0,A,E,E,E,A,B,C,A,1
M,19.0,A,F,F,F,A,A,E,A,1
M,22.0,A,D,D,B,E,B,A,A,0
M,19.0,A,C,D,B,B,A,A,E,0
M,18.0,A,E,D,E,A,A,A,A,0
M,21.0,D,E,F,C,A,B,C,A,0
M,19.0,A,F,E,F,A,F,E,A,1
F,19.0,E,A,B,D,A,A,E,A,1
M,18.0,D,D,C,C,E,A,C,A,1
M,18.0,A,E,E,C,A,A,E,D,1
M,20.0,A,E,E,F,A,A,A,A,1
M,19.0,A,E,F,C,A,A,E,A,1
M,19.0,B,E,D,C,A,A,A,A,0
M,19.0,A,E,F,F,A,A,A,A,1
M,20.0,A,E,D,E,A,A,D,A,0
M,18.0,A,E,E,E,A,A,E,A,1
M,18.0,A,E,E,F,A,A,A,A,0
F,18.0,A,F,F,F,A,A,A,A,0
M,18.0,A,F,F,F,A,C,A,A,1
F,18.0,A,E,E,F,A,A,C,A,0
M,22.0,A,C,D,E,A,A,E,A,1
M,18.0,F,E,E,G,A,A,A,A,1
M,24.0,D,C,F,D,A,C,E,A,0
M,19.0,D,D,F,E,A,A,B,A,1
M,19.0,A,D,E,E,A,A,A,A,1
M,19.0,D,E,D,B,A,A,A,A,0
M,22.0,A,E,D,D,A,B,C,A,1
M,18.0,F,D,D,A,D,A,A,A,0
M,20.0,D,B,D,B,A,A,D,A,0
M,20.0,D,D,B,C,A,A,E,A,1
M,19.0,A,F,F,F,A,B,A,A,0
M,18.0,A,D,D,C,A,B,A,A,1
M,18.0,F,E,E,E,A,A,A,A,0
M,18.0,D,D,F,B,A,A,A,A,0
M,17.0,C,E,E,E,A,A,A,A,0
M,18.0,F,D,D,E,A,C,D,A,1
M,19.0,C,D,E,B,A,A,E,A,1
M,20.0,D,F,F,A,A,A,A,A,1
F,18.0,A,F,F,D,A,B,D,A,0
M,18.0,C,D,D,C,A,A,D,A,0
M,19.0,D,C,F,F,A,A,A,A,1
M,23.0,A,C,E,A,A,A,B,A,0
M,19.0,D,D,D,A,A,A,A,D,1
M,18.0,A,F,F,F,A,B,A,A,0
M,17.0,A,D,E,A,A,C,A,A,1
M,30.0,A,D,D,A,A,A,A,A,1
M,25.0,D,E,E,C,A,A,A,A,0
M,18.0,D,E,E,D,A,A,E,A,1
M,18.0,A,D,D,C,A,A,A,A,1
M,21.0,A,E,F,E,A,A,E,A,0
M,18.0,A,F,F,E,A,A,A,A,0
M,21.0,D,E,E,C,A,B,A,A,1
F,19.0,D,F,D,E,A,A,A,A,1
M,20.0,A,D,C,B,E,A,A,A,1
M,18.0,A,E,D,B,E,A,A,A,0
M,18.0,A,D,F,D,A,A,A,A,1
M,19.0,D,D,C,A,E,A,E,A,1
M,23.0,D,F,D,E,A,B,C,A,1
M,18.0,D,F,E,E,A,A,A,A,0
F,26.0,A,D,E,A,A,A,A,A,0
M,28.0,B,E,E,D,C,A,B,A,0
M,18.0,D,D,E,C,A,A,A,A,1
M,19.0,A,D,C,A,E,A,A,A,1
M,21.0,B,D,D,E,A,B,E,A,1
F,21.0,B,E,E,B,A,B,E,E,1
M,18.0,A,D,D,F,D,A,E,A,1
M,18.0,C,D,D,C,A,A,D,A,1
M,18.0,A,E,E,D,A,A,B,A,1
M,18.0,A,C,F,D,B,A,A,A,0
M,18.0,D,D,D,D,A,A,A,A,1
M,19.0,D,E,D,C,A,A,A,A,1
M,25.0,A,E,D,D,A,A,D,A,0
M,23.0,D,D,D,C,A,A,A,A,1
F,19.0,A,E,D,D,A,A,A,A,1
M,17.0,D,F,F,F,A,A,A,A,1
M,20.0,A,E,D,F,A,A,A,A,0
M,20.0,D,E,E,C,A,C,A,A,0
M,19.0,D,D,D,E,A,A,A,A,1
M,17.0,A,C,B,C,D,A,E,D,1
M,18.0,E,B,C,B,F,A,E,A,1
M,19.0,A,E,D,C,A,A,E,A,1
M,18.0,B,B,B,C,C,A,A,C,0
M,21.0,A,E,F,F,A,A,A,A,0
M,19.0,A,D,F,C,A,A,B,A,1
M,23.0,A,D,E,D,A,A,A,A,0
M,28.0,D,C,B,F,A,A,E,A,1
F,18.0,A,E,C,B,D,A,A,A,1
M,21.0,A,D,D,C,C,A,A,C,0
F,19.0,D,D,B,E,A,A,E,A,1
M,19.0,A,D,E,C,D,A,B,C,0
